dataset,seed,n_cal_fraud,resample,target,achieved,alert_pct,degenerate
K,46,1000,20,0.9,0.8732,18.2411,False
K,46,1000,20,0.95,1.0,100.0,True
K,46,1000,21,0.8,0.7972,0.8018,False
K,46,1000,21,0.9,0.9179,44.7935,False
K,46,1000,21,0.95,1.0,100.0,True
K,46,1000,22,0.8,0.78,0.7284,False
K,46,1000,22,0.9,0.8732,18.2411,False
K,46,1000,22,0.95,1.0,100.0,True
K,46,1000,23,0.8,0.78,0.7284,False
K,46,1000,23,0.9,0.8732,18.2411,False
K,46,1000,23,0.95,1.0,100.0,True
K,46,1000,24,0.8,0.78,0.7284,False
K,46,1000,24,0.9,0.8732,18.2411,False
K,46,1000,24,0.95,1.0,100.0,True
K,46,1000,25,0.8,0.78,0.7284,False
K,46,1000,25,0.9,0.8732,18.2411,False
K,46,1000,25,0.95,1.0,100.0,True
K,46,1000,26,0.8,0.7972,0.8018,False
K,46,1000,26,0.9,0.8732,18.2411,False
K,46,1000,26,0.95,1.0,100.0,True
K,46,1000,27,0.8,0.78,0.7284,False
K,46,1000,27,0.9,0.8732,18.2411,False
K,46,1000,27,0.95,1.0,100.0,True
K,46,1000,28,0.8,0.7972,0.8018,False
K,46,1000,28,0.9,0.8732,18.2411,False
K,46,1000,28,0.95,1.0,100.0,True
K,46,1000,29,0.8,0.7972,0.8018,False
K,46,1000,29,0.9,0.9179,44.7935,False
K,46,1000,29,0.95,1.0,100.0,True
K,46,1000,30,0.8,0.7972,0.8018,False
K,46,1000,30,0.9,0.9179,44.7935,False
K,46,1000,30,0.95,1.0,100.0,True
K,46,1000,31,0.8,0.78,0.7284,False
K,46,1000,31,0.9,0.8732,18.2411,False
K,46,1000,31,0.95,1.0,100.0,True
K,46,1000,32,0.8,0.7972,0.8018,False
K,46,1000,32,0.9,0.9179,44.7935,False
K,46,1000,32,0.95,1.0,100.0,True
K,46,1000,33,0.8,0.78,0.7284,False
K,46,1000,33,0.9,0.9179,44.7935,False
K,46,1000,33,0.95,1.0,100.0,True
K,46,1000,34,0.8,0.78,0.7284,False
K,46,1000,34,0.9,0.8732,18.2411,False
K,46,1000,34,0.95,1.0,100.0,True
K,46,1000,35,0.8,0.7972,0.8018,False
K,46,1000,35,0.9,0.8732,18.2411,False
K,46,1000,35,0.95,1.0,100.0,True
K,46,1000,36,0.8,0.7972,0.8018,False
K,46,1000,36,0.9,0.8732,18.2411,False
K,46,1000,36,0.95,1.0,100.0,True
K,46,1000,37,0.8,0.78,0.7284,False
K,46,1000,37,0.9,0.8732,18.2411,False
K,46,1000,37,0.95,1.0,100.0,True
K,46,1000,38,0.8,0.7972,0.8018,False
K,46,1000,38,0.9,0.9179,44.7935,False
K,46,1000,38,0.95,1.0,100.0,True
K,46,1000,39,0.8,0.7972,0.8018,False
K,46,1000,39,0.9,0.9179,44.7935,False
K,46,1000,39,0.95,1.0,100.0,True
K,46,1252,0,0.8,0.78,0.7284,False
K,46,1252,0,0.9,0.8732,18.2411,False
K,46,1252,0,0.95,1.0,100.0,True
PS,42,10,0,0.8,0.8985,0.385,False
PS,42,10,0,0.9,0.8985,0.385,False
PS,42,10,0,0.95,0.8985,0.385,False
PS,42,10,1,0.8,0.8086,0.3435,False
PS,42,10,1,0.9,0.8086,0.3435,False
PS,42,10,1,0.95,0.8086,0.3435,False
PS,42,10,2,0.8,0.8099,0.344,False
PS,42,10,2,0.9,0.8099,0.344,False
PS,42,10,2,0.95,0.8099,0.344,False
PS,42,10,3,0.8,0.9953,0.4428,False
PS,42,10,3,0.9,0.9953,0.4428,False
PS,42,10,3,0.95,0.9953,0.4428,False
PS,42,10,4,0.8,0.8985,0.385,False
PS,42,10,4,0.9,0.8985,0.385,False
PS,42,10,4,0.95,0.8985,0.385,False
PS,42,10,5,0.8,0.8099,0.344,False
PS,42,10,5,0.9,0.8099,0.344,False
PS,42,10,5,0.95,0.8099,0.344,False
PS,42,10,6,0.8,0.9661,0.4193,False
PS,42,10,6,0.9,0.9661,0.4193,False
PS,42,10,6,0.95,0.9661,0.4193,False
PS,42,10,7,0.8,0.9953,0.4428,False
PS,42,10,7,0.9,0.9953,0.4428,False
PS,42,10,7,0.95,0.9953,0.4428,False
PS,42,10,8,0.8,0.9578,0.4146,False
PS,42,10,8,0.9,0.9578,0.4146,False
PS,42,10,8,0.95,0.9578,0.4146,False
PS,42,10,9,0.8,0.8558,0.3657,False
PS,42,10,9,0.9,0.8558,0.3657,False
PS,42,10,9,0.95,0.8558,0.3657,False
PS,42,10,10,0.8,0.9149,0.393,False
PS,42,10,10,0.9,0.9149,0.393,False
PS,42,10,10,0.95,0.9149,0.393,False
PS,42,10,11,0.8,0.8558,0.3657,False
PS,42,10,11,0.9,0.8558,0.3657,False
PS,42,10,11,0.95,0.8558,0.3657,False
PS,42,10,12,0.8,0.9953,0.4428,False
PS,42,10,12,0.9,0.9953,0.4428,False
PS,42,10,12,0.95,0.9953,0.4428,False
PS,42,10,13,0.8,0.8558,0.3657,False
PS,42,10,13,0.9,0.8558,0.3657,False
PS,42,10,13,0.95,0.8558,0.3657,False
PS,42,10,14,0.8,0.8985,0.385,False
PS,42,10,14,0.9,0.8985,0.385,False
PS,42,10,14,0.95,0.8985,0.385,False
PS,42,10,15,0.8,0.9578,0.4146,False
PS,42,10,15,0.9,0.9578,0.4146,False
PS,42,10,15,0.95,0.9578,0.4146,False
PS,42,10,16,0.8,0.9229,0.3975,False
PS,42,10,16,0.9,0.9229,0.3975,False
PS,42,10,16,0.95,0.9229,0.3975,False
PS,42,10,17,0.8,0.8086,0.3435,False
PS,42,10,17,0.9,0.8086,0.3435,False
PS,42,10,17,0.95,0.8086,0.3435,False
PS,42,10,18,0.8,0.9661,0.4193,False
PS,42,10,18,0.9,0.9661,0.4193,False
PS,42,10,18,0.95,0.9661,0.4193,False
PS,42,10,19,0.8,0.8086,0.3435,False
PS,42,10,19,0.9,0.8086,0.3435,False
PS,42,10,19,0.95,0.8086,0.3435,False
PS,42,10,20,0.8,0.9229,0.3975,False
PS,42,10,20,0.9,0.9229,0.3975,False
PS,42,10,20,0.95,0.9229,0.3975,False
PS,42,10,21,0.8,0.976,0.4263,False
PS,42,10,21,0.9,0.976,0.4263,False
PS,42,10,21,0.95,0.976,0.4263,False
PS,42,10,22,0.8,0.8086,0.3435,False
PS,42,10,22,0.9,0.8086,0.3435,False
PS,42,10,22,0.95,0.8086,0.3435,False
PS,42,10,23,0.8,0.7515,0.3176,False
PS,42,10,23,0.9,0.7515,0.3176,False
PS,42,10,23,0.95,0.7515,0.3176,False
PS,42,10,24,0.8,0.8558,0.3657,False
PS,42,10,24,0.9,0.8558,0.3657,False
PS,42,10,24,0.95,0.8558,0.3657,False
PS,42,10,25,0.8,0.9953,0.4428,False
PS,42,10,25,0.9,0.9953,0.4428,False
PS,42,10,25,0.95,0.9953,0.4428,False
PS,42,10,26,0.8,0.976,0.4263,False
PS,42,10,26,0.9,0.976,0.4263,False
PS,42,10,26,0.95,0.976,0.4263,False
PS,42,10,27,0.8,0.9149,0.393,False
PS,42,10,27,0.9,0.9149,0.393,False
PS,42,10,27,0.95,0.9149,0.393,False
PS,42,10,28,0.8,0.8985,0.385,False
PS,42,10,28,0.9,0.8985,0.385,False
PS,42,10,28,0.95,0.8985,0.385,False
PS,42,10,29,0.8,0.9229,0.3975,False
PS,42,10,29,0.9,0.9229,0.3975,False
PS,42,10,29,0.95,0.9229,0.3975,False
PS,42,10,30,0.8,0.976,0.4263,False
PS,42,10,30,0.9,0.976,0.4263,False
PS,42,10,30,0.95,0.976,0.4263,False
PS,42,10,31,0.8,0.9953,0.4428,False
PS,42,10,31,0.9,0.9953,0.4428,False
PS,42,10,31,0.95,0.9953,0.4428,False
PS,42,10,32,0.8,0.8558,0.3657,False
PS,42,10,32,0.9,0.8558,0.3657,False
PS,42,10,32,0.95,0.8558,0.3657,False
PS,42,10,33,0.8,0.8558,0.3657,False
PS,42,10,33,0.9,0.8558,0.3657,False
PS,42,10,33,0.95,0.8558,0.3657,False
PS,42,10,34,0.8,0.9149,0.393,False
PS,42,10,34,0.9,0.9149,0.393,False
PS,42,10,34,0.95,0.9149,0.393,False
PS,42,10,35,0.8,0.976,0.4263,False
PS,42,10,35,0.9,0.976,0.4263,False
PS,42,10,35,0.95,0.976,0.4263,False
PS,42,10,36,0.8,0.7493,0.3165,False
PS,42,10,36,0.9,0.7493,0.3165,False
PS,42,10,36,0.95,0.7493,0.3165,False
PS,42,10,37,0.8,0.8558,0.3657,False
PS,42,10,37,0.9,0.8558,0.3657,False
PS,42,10,37,0.95,0.8558,0.3657,False
PS,42,10,38,0.8,0.8086,0.3435,False
PS,42,10,38,0.9,0.8086,0.3435,False
PS,42,10,38,0.95,0.8086,0.3435,False
PS,42,10,39,0.8,0.9578,0.4146,False
PS,42,10,39,0.9,0.9578,0.4146,False
PS,42,10,39,0.95,0.9578,0.4146,False
PS,42,15,0,0.8,0.8985,0.385,False
PS,42,15,0,0.9,0.9953,0.4428,False
PS,42,15,0,0.95,0.9953,0.4428,False
PS,42,15,1,0.8,0.8086,0.3435,False
PS,42,15,1,0.9,0.9149,0.393,False
PS,42,15,1,0.95,0.9149,0.393,False
PS,42,15,2,0.8,0.8985,0.385,False
PS,42,15,2,0.9,0.9229,0.3975,False
PS,42,15,2,0.95,0.9229,0.3975,False
PS,42,15,3,0.8,0.9149,0.393,False
PS,42,15,3,0.9,0.976,0.4263,False
PS,42,15,3,0.95,0.976,0.4263,False
PS,42,15,4,0.8,0.9269,0.3996,False
PS,42,15,4,0.9,0.9578,0.4146,False
PS,42,15,4,0.95,0.9578,0.4146,False
PS,42,15,5,0.8,0.9149,0.393,False
PS,42,15,5,0.9,0.9953,0.4428,False
PS,42,15,5,0.95,0.9953,0.4428,False
PS,42,15,6,0.8,0.8558,0.3657,False
PS,42,15,6,0.9,0.8558,0.3657,False
PS,42,15,6,0.95,0.8558,0.3657,False
PS,42,15,7,0.8,0.8558,0.3657,False
PS,42,15,7,0.9,0.8985,0.385,False
PS,42,15,7,0.95,0.8985,0.385,False
PS,42,15,8,0.8,0.8985,0.385,False
PS,42,15,8,0.9,0.9149,0.393,False
PS,42,15,8,0.95,0.9149,0.393,False
PS,42,15,9,0.8,0.8086,0.3435,False
PS,42,15,9,0.9,0.8558,0.3657,False
PS,42,15,9,0.95,0.8558,0.3657,False
PS,42,15,10,0.8,0.9229,0.3975,False
PS,42,15,10,0.9,0.9716,0.4228,False
PS,42,15,10,0.95,0.9716,0.4228,False
PS,42,15,11,0.8,0.8985,0.385,False
PS,42,15,11,0.9,0.9229,0.3975,False
PS,42,15,11,0.95,0.9229,0.3975,False
PS,42,15,12,0.8,0.8985,0.385,False
PS,42,15,12,0.9,0.8985,0.385,False
PS,42,15,12,0.95,0.8985,0.385,False
PS,42,15,13,0.8,0.8558,0.3657,False
PS,42,15,13,0.9,0.9953,0.4428,False
PS,42,15,13,0.95,0.9953,0.4428,False
PS,42,15,14,0.8,0.9149,0.393,False
PS,42,15,14,0.9,0.9578,0.4146,False
PS,42,15,14,0.95,0.9578,0.4146,False
PS,42,15,15,0.8,0.8086,0.3435,False
PS,42,15,15,0.9,0.976,0.4263,False
PS,42,15,15,0.95,0.976,0.4263,False
PS,42,15,16,0.8,0.9149,0.393,False
PS,42,15,16,0.9,0.9953,0.4428,False
PS,42,15,16,0.95,0.9953,0.4428,False
PS,42,15,17,0.8,0.9269,0.3996,False
PS,42,15,17,0.9,0.9716,0.4228,False
PS,42,15,17,0.95,0.9716,0.4228,False
PS,42,15,18,0.8,0.8558,0.3657,False
PS,42,15,18,0.9,0.9716,0.4228,False
PS,42,15,18,0.95,0.9716,0.4228,False
PS,42,15,19,0.8,0.8985,0.385,False
PS,42,15,19,0.9,0.9149,0.393,False
PS,42,15,19,0.95,0.9149,0.393,False
PS,42,15,20,0.8,0.9578,0.4146,False
PS,42,15,20,0.9,0.9953,0.4428,False
PS,42,15,20,0.95,0.9953,0.4428,False
PS,42,15,21,0.8,0.8558,0.3657,False
PS,42,15,21,0.9,0.9578,0.4146,False
PS,42,15,21,0.95,0.9578,0.4146,False
PS,42,15,22,0.8,0.9149,0.393,False
PS,42,15,22,0.9,0.9661,0.4193,False
PS,42,15,22,0.95,0.9661,0.4193,False
PS,42,15,23,0.8,0.8558,0.3657,False
PS,42,15,23,0.9,0.8558,0.3657,False
PS,42,15,23,0.95,0.8558,0.3657,False
PS,42,15,24,0.8,0.8985,0.385,False
PS,42,15,24,0.9,0.976,0.4263,False
PS,42,15,24,0.95,0.976,0.4263,False
PS,42,15,25,0.8,0.9953,0.4428,False
PS,42,15,25,0.9,0.9953,0.4428,False
PS,42,15,25,0.95,0.9953,0.4428,False
PS,42,15,26,0.8,0.9578,0.4146,False
PS,42,15,26,0.9,0.9661,0.4193,False
PS,42,15,26,0.95,0.9661,0.4193,False
PS,42,15,27,0.8,0.8086,0.3435,False
PS,42,15,27,0.9,0.9149,0.393,False
PS,42,15,27,0.95,0.9149,0.393,False
PS,42,15,28,0.8,0.9149,0.393,False
PS,42,15,28,0.9,0.9716,0.4228,False
PS,42,15,28,0.95,0.9716,0.4228,False
PS,42,15,29,0.8,0.7685,0.325,False
PS,42,15,29,0.9,0.9149,0.393,False
PS,42,15,29,0.95,0.9149,0.393,False
PS,42,15,30,0.8,0.7493,0.3165,False
PS,42,15,30,0.9,0.8086,0.3435,False
PS,42,15,30,0.95,0.8086,0.3435,False
PS,42,15,31,0.8,0.9149,0.393,False
PS,42,15,31,0.9,0.9953,0.4428,False
PS,42,15,31,0.95,0.9953,0.4428,False
PS,42,15,32,0.8,0.8086,0.3435,False
PS,42,15,32,0.9,0.8985,0.385,False
PS,42,15,32,0.95,0.8985,0.385,False
PS,42,15,33,0.8,0.9716,0.4228,False
PS,42,15,33,0.9,0.9953,0.4428,False
PS,42,15,33,0.95,0.9953,0.4428,False
PS,42,15,34,0.8,0.9229,0.3975,False
PS,42,15,34,0.9,0.9661,0.4193,False
PS,42,15,34,0.95,0.9661,0.4193,False
PS,42,15,35,0.8,0.9578,0.4146,False
PS,42,15,35,0.9,0.976,0.4263,False
PS,42,15,35,0.95,0.976,0.4263,False
PS,42,15,36,0.8,0.9149,0.393,False
PS,42,15,36,0.9,0.9229,0.3975,False
PS,42,15,36,0.95,0.9229,0.3975,False
PS,42,15,37,0.8,0.976,0.4263,False
PS,42,15,37,0.9,0.9953,0.4428,False
PS,42,15,37,0.95,0.9953,0.4428,False
PS,42,15,38,0.8,0.8558,0.3657,False
PS,42,15,38,0.9,0.9229,0.3975,False
PS,42,15,38,0.95,0.9229,0.3975,False
PS,42,15,39,0.8,0.7493,0.3165,False
PS,42,15,39,0.9,0.9149,0.393,False
PS,42,15,39,0.95,0.9149,0.393,False
PS,42,20,0,0.8,0.8558,0.3657,False
PS,42,20,0,0.9,0.9716,0.4228,False
PS,42,20,0,0.95,0.9716,0.4228,False
PS,42,20,1,0.8,0.8558,0.3657,False
PS,42,20,1,0.9,0.9953,0.4428,False
PS,42,20,1,0.95,0.9953,0.4428,False
PS,42,20,2,0.8,0.8558,0.3657,False
PS,42,20,2,0.9,0.9578,0.4146,False
PS,42,20,2,0.95,0.9578,0.4146,False
PS,42,20,3,0.8,0.9578,0.4146,False
PS,42,20,3,0.9,0.9953,0.4428,False
PS,42,20,3,0.95,0.9953,0.4428,False
PS,42,20,4,0.8,0.8558,0.3657,False
PS,42,20,4,0.9,0.976,0.4263,False
PS,42,20,4,0.95,0.976,0.4263,False
PS,42,20,5,0.8,0.8558,0.3657,False
PS,42,20,5,0.9,0.9953,0.4428,False
PS,42,20,5,0.95,0.9953,0.4428,False
PS,42,20,6,0.8,0.9578,0.4146,False
PS,42,20,6,0.9,0.9953,0.4428,False
PS,42,20,6,0.95,0.9953,0.4428,False
PS,42,20,7,0.8,0.6799,0.2859,False
PS,42,20,7,0.9,0.9661,0.4193,False
PS,42,20,7,0.95,0.9661,0.4193,False
PS,42,20,8,0.8,0.8558,0.3657,False
PS,42,20,8,0.9,0.8985,0.385,False
PS,42,20,8,0.95,0.8985,0.385,False
PS,42,20,9,0.8,0.7493,0.3165,False
PS,42,20,9,0.9,0.9149,0.393,False
PS,42,20,9,0.95,0.9149,0.393,False
PS,42,20,10,0.8,0.9149,0.393,False
PS,42,20,10,0.9,0.976,0.4263,False
PS,42,20,10,0.95,0.976,0.4263,False
PS,42,20,11,0.8,0.7493,0.3165,False
PS,42,20,11,0.9,0.8558,0.3657,False
PS,42,20,11,0.95,0.8558,0.3657,False
PS,42,20,12,0.8,0.7493,0.3165,False
PS,42,20,12,0.9,0.9578,0.4146,False
PS,42,20,12,0.95,0.9578,0.4146,False
PS,42,20,13,0.8,0.9661,0.4193,False
PS,42,20,13,0.9,0.9953,0.4428,False
PS,42,20,13,0.95,0.9953,0.4428,False
PS,42,20,14,0.8,0.8086,0.3435,False
PS,42,20,14,0.9,0.9229,0.3975,False
PS,42,20,14,0.95,0.9229,0.3975,False
PS,42,20,15,0.8,0.9149,0.393,False
PS,42,20,15,0.9,0.9953,0.4428,False
PS,42,20,15,0.95,0.9953,0.4428,False
PS,42,20,16,0.8,0.8086,0.3435,False
PS,42,20,16,0.9,0.9716,0.4228,False
PS,42,20,16,0.95,0.9716,0.4228,False
PS,42,20,17,0.8,0.8985,0.385,False
PS,42,20,17,0.9,0.9661,0.4193,False
PS,42,20,17,0.95,0.9661,0.4193,False
PS,42,20,18,0.8,0.8086,0.3435,False
PS,42,20,18,0.9,0.9229,0.3975,False
PS,42,20,18,0.95,0.9229,0.3975,False
PS,42,20,19,0.8,0.9149,0.393,False
PS,42,20,19,0.9,0.9578,0.4146,False
PS,42,20,19,0.95,0.9578,0.4146,False
PS,42,20,20,0.8,0.9149,0.393,False
PS,42,20,20,0.9,0.9953,0.4428,False
PS,42,20,20,0.95,0.9953,0.4428,False
PS,42,20,21,0.8,0.7685,0.325,False
PS,42,20,21,0.9,0.8985,0.385,False
PS,42,20,21,0.95,0.8985,0.385,False
PS,42,20,22,0.8,0.8985,0.385,False
PS,42,20,22,0.9,0.9953,0.4428,False
PS,42,20,22,0.95,0.9953,0.4428,False
PS,42,20,23,0.8,0.8985,0.385,False
PS,42,20,23,0.9,0.9229,0.3975,False
PS,42,20,23,0.95,0.9229,0.3975,False
PS,42,20,24,0.8,0.8099,0.344,False
PS,42,20,24,0.9,0.8985,0.385,False
PS,42,20,24,0.95,0.8985,0.385,False
PS,42,20,25,0.8,0.9578,0.4146,False
PS,42,20,25,0.9,0.9953,0.4428,False
PS,42,20,25,0.95,0.9953,0.4428,False
PS,42,20,26,0.8,0.7685,0.325,False
PS,42,20,26,0.9,0.8985,0.385,False
PS,42,20,26,0.95,0.8985,0.385,False
PS,42,20,27,0.8,0.8985,0.385,False
PS,42,20,27,0.9,0.9716,0.4228,False
PS,42,20,27,0.95,0.9716,0.4228,False
PS,42,20,28,0.8,0.8558,0.3657,False
PS,42,20,28,0.9,0.9149,0.393,False
PS,42,20,28,0.95,0.9149,0.393,False
PS,42,20,29,0.8,0.9149,0.393,False
PS,42,20,29,0.9,0.9149,0.393,False
PS,42,20,29,0.95,0.9149,0.393,False
PS,42,20,30,0.8,0.8985,0.385,False
PS,42,20,30,0.9,0.9149,0.393,False
PS,42,20,30,0.95,0.9149,0.393,False
PS,42,20,31,0.8,0.9149,0.393,False
PS,42,20,31,0.9,0.9716,0.4228,False
PS,42,20,31,0.95,0.9716,0.4228,False
PS,42,20,32,0.8,0.8086,0.3435,False
PS,42,20,32,0.9,0.9953,0.4428,False
PS,42,20,32,0.95,0.9953,0.4428,False
PS,42,20,33,0.8,0.8985,0.385,False
PS,42,20,33,0.9,0.9229,0.3975,False
PS,42,20,33,0.95,0.9229,0.3975,False
PS,42,20,34,0.8,0.8558,0.3657,False
PS,42,20,34,0.9,0.9149,0.393,False
PS,42,20,34,0.95,0.9149,0.393,False
PS,42,20,35,0.8,0.8985,0.385,False
PS,42,20,35,0.9,0.9229,0.3975,False
PS,42,20,35,0.95,0.9229,0.3975,False
PS,42,20,36,0.8,0.8099,0.344,False
PS,42,20,36,0.9,0.9578,0.4146,False
PS,42,20,36,0.95,0.9578,0.4146,False
PS,42,20,37,0.8,0.7493,0.3165,False
PS,42,20,37,0.9,0.8086,0.3435,False
PS,42,20,37,0.95,0.8086,0.3435,False
PS,42,20,38,0.8,0.7493,0.3165,False
PS,42,20,38,0.9,0.8985,0.385,False
PS,42,20,38,0.95,0.8985,0.385,False
PS,42,20,39,0.8,0.8086,0.3435,False
PS,42,20,39,0.9,0.8086,0.3435,False
PS,42,20,39,0.95,0.8086,0.3435,False
PS,42,25,0,0.8,0.8086,0.3435,False
PS,42,25,0,0.9,0.9716,0.4228,False
PS,42,25,0,0.95,0.9716,0.4228,False
PS,42,25,1,0.8,0.8558,0.3657,False
PS,42,25,1,0.9,0.9661,0.4193,False
PS,42,25,1,0.95,0.9661,0.4193,False
PS,42,25,2,0.8,0.9661,0.4193,False
PS,42,25,2,0.9,0.9953,0.4428,False
PS,42,25,2,0.95,0.9953,0.4428,False
PS,42,25,3,0.8,0.8558,0.3657,False
PS,42,25,3,0.9,0.9953,0.4428,False
PS,42,25,3,0.95,0.9953,0.4428,False
PS,42,25,4,0.8,0.9149,0.393,False
PS,42,25,4,0.9,0.9716,0.4228,False
PS,42,25,4,0.95,0.9716,0.4228,False
PS,42,25,5,0.8,0.8558,0.3657,False
PS,42,25,5,0.9,0.9953,0.4428,False
PS,42,25,5,0.95,0.9953,0.4428,False
PS,42,25,6,0.8,0.8558,0.3657,False
PS,42,25,6,0.9,0.9953,0.4428,False
PS,42,25,6,0.95,0.9953,0.4428,False
PS,42,25,7,0.8,0.8985,0.385,False
PS,42,25,7,0.9,0.9953,0.4428,False
PS,42,25,7,0.95,0.9953,0.4428,False
PS,42,25,8,0.8,0.7685,0.325,False
PS,42,25,8,0.9,0.9578,0.4146,False
PS,42,25,8,0.95,0.9578,0.4146,False
PS,42,25,9,0.8,0.8985,0.385,False
PS,42,25,9,0.9,0.9229,0.3975,False
PS,42,25,9,0.95,0.9229,0.3975,False
PS,42,25,10,0.8,0.8558,0.3657,False
PS,42,25,10,0.9,0.9953,0.4428,False
PS,42,25,10,0.95,0.9953,0.4428,False
PS,42,25,11,0.8,0.7685,0.325,False
PS,42,25,11,0.9,0.8985,0.385,False
PS,42,25,11,0.95,0.8985,0.385,False
PS,42,25,12,0.8,0.7685,0.325,False
PS,42,25,12,0.9,0.9578,0.4146,False
PS,42,25,12,0.95,0.9578,0.4146,False
PS,42,25,13,0.8,0.8558,0.3657,False
PS,42,25,13,0.9,0.9953,0.4428,False
PS,42,25,13,0.95,0.9953,0.4428,False
PS,42,25,14,0.8,0.8086,0.3435,False
PS,42,25,14,0.9,0.9149,0.393,False
PS,42,25,14,0.95,0.9149,0.393,False
PS,42,25,15,0.8,0.9149,0.393,False
PS,42,25,15,0.9,0.9953,0.4428,False
PS,42,25,15,0.95,0.9953,0.4428,False
PS,42,25,16,0.8,0.8558,0.3657,False
PS,42,25,16,0.9,0.9953,0.4428,False
PS,42,25,16,0.95,0.9953,0.4428,False
PS,42,25,17,0.8,0.8985,0.385,False
PS,42,25,17,0.9,0.9953,0.4428,False
PS,42,25,17,0.95,0.9953,0.4428,False
PS,42,25,18,0.8,0.8086,0.3435,False
PS,42,25,18,0.9,0.8985,0.385,False
PS,42,25,18,0.95,0.8985,0.385,False
PS,42,25,19,0.8,0.7493,0.3165,False
PS,42,25,19,0.9,0.8985,0.385,False
PS,42,25,19,0.95,0.8985,0.385,False
PS,42,25,20,0.8,0.8558,0.3657,False
PS,42,25,20,0.9,0.9578,0.4146,False
PS,42,25,20,0.95,0.9578,0.4146,False
PS,42,25,21,0.8,0.8086,0.3435,False
PS,42,25,21,0.9,0.9716,0.4228,False
PS,42,25,21,0.95,0.9716,0.4228,False
PS,42,25,22,0.8,0.9149,0.393,False
PS,42,25,22,0.9,0.9953,0.4428,False
PS,42,25,22,0.95,0.9953,0.4428,False
PS,42,25,23,0.8,0.8086,0.3435,False
PS,42,25,23,0.9,0.976,0.4263,False
PS,42,25,23,0.95,0.976,0.4263,False
PS,42,25,24,0.8,0.8558,0.3657,False
PS,42,25,24,0.9,0.8985,0.385,False
PS,42,25,24,0.95,0.8985,0.385,False
PS,42,25,25,0.8,0.9149,0.393,False
PS,42,25,25,0.9,0.9953,0.4428,False
PS,42,25,25,0.95,0.9953,0.4428,False
PS,42,25,26,0.8,0.7685,0.325,False
PS,42,25,26,0.9,0.9953,0.4428,False
PS,42,25,26,0.95,0.9953,0.4428,False
PS,42,25,27,0.8,0.8558,0.3657,False
PS,42,25,27,0.9,0.9953,0.4428,False
PS,42,25,27,0.95,0.9953,0.4428,False
PS,42,25,28,0.8,0.9269,0.3996,False
PS,42,25,28,0.9,0.976,0.4263,False
PS,42,25,28,0.95,0.976,0.4263,False
PS,42,25,29,0.8,0.9149,0.393,False
PS,42,25,29,0.9,0.9953,0.4428,False
PS,42,25,29,0.95,0.9953,0.4428,False
PS,42,25,30,0.8,0.8086,0.3435,False
PS,42,25,30,0.9,0.9953,0.4428,False
PS,42,25,30,0.95,0.9953,0.4428,False
PS,42,25,31,0.8,0.8106,0.3444,False
PS,42,25,31,0.9,0.9269,0.3996,False
PS,42,25,31,0.95,0.9269,0.3996,False
PS,42,25,32,0.8,0.7298,0.3077,False
PS,42,25,32,0.9,0.9578,0.4146,False
PS,42,25,32,0.95,0.9578,0.4146,False
PS,42,25,33,0.8,0.9149,0.393,False
PS,42,25,33,0.9,0.9953,0.4428,False
PS,42,25,33,0.95,0.9953,0.4428,False
PS,42,25,34,0.8,0.8558,0.3657,False
PS,42,25,34,0.9,0.9953,0.4428,False
PS,42,25,34,0.95,0.9953,0.4428,False
PS,42,25,35,0.8,0.8985,0.385,False
PS,42,25,35,0.9,0.9953,0.4428,False
PS,42,25,35,0.95,0.9953,0.4428,False
PS,42,25,36,0.8,0.7493,0.3165,False
PS,42,25,36,0.9,0.976,0.4263,False
PS,42,25,36,0.95,0.976,0.4263,False
PS,42,25,37,0.8,0.9149,0.393,False
PS,42,25,37,0.9,0.9953,0.4428,False
PS,42,25,37,0.95,0.9953,0.4428,False
PS,42,25,38,0.8,0.8558,0.3657,False
PS,42,25,38,0.9,0.9229,0.3975,False
PS,42,25,38,0.95,0.9229,0.3975,False
PS,42,25,39,0.8,0.8558,0.3657,False
PS,42,25,39,0.9,0.9269,0.3996,False
PS,42,25,39,0.95,0.9269,0.3996,False
PS,42,30,0,0.8,0.8558,0.3657,False
PS,42,30,0,0.9,0.976,0.4263,False
PS,42,30,0,0.95,0.9953,0.4428,False
PS,42,30,1,0.8,0.7685,0.325,False
PS,42,30,1,0.9,0.9661,0.4193,False
PS,42,30,1,0.95,0.976,0.4263,False
PS,42,30,2,0.8,0.8985,0.385,False
PS,42,30,2,0.9,0.9578,0.4146,False
PS,42,30,2,0.95,0.976,0.4263,False
PS,42,30,3,0.8,0.8558,0.3657,False
PS,42,30,3,0.9,0.9578,0.4146,False
PS,42,30,3,0.95,0.9953,0.4428,False
PS,42,30,4,0.8,0.8985,0.385,False
PS,42,30,4,0.9,0.9953,0.4428,False
PS,42,30,4,0.95,0.9953,0.4428,False
PS,42,30,5,0.8,0.9149,0.393,False
PS,42,30,5,0.9,0.9953,0.4428,False
PS,42,30,5,0.95,0.9953,0.4428,False
PS,42,30,6,0.8,0.8106,0.3444,False
PS,42,30,6,0.9,0.9953,0.4428,False
PS,42,30,6,0.95,0.9953,0.4428,False
PS,42,30,7,0.8,0.8558,0.3657,False
PS,42,30,7,0.9,0.9578,0.4146,False
PS,42,30,7,0.95,0.9661,0.4193,False
PS,42,30,8,0.8,0.8985,0.385,False
